a,character,columns
182827,138420,182651
182828,138448,182651
182829,138476,182651
182830,138504,182651
182831,138532,182651
182832,138560,182651
182833,138588,182651
182834,138616,182651
182835,138644,182651
182836,138672,182651
182837,138700,182651
182838,138728,182651
182839,138756,182651
182840,138792,182651
182841,138939,182651
182842,139086,182651
182843,138868,182651
182844,138896,182651
182845,138924,182651
182846,138952,182651
182847,138980,182651
182848,139008,182651
182849,139036,182651
182850,139064,182651
182851,139092,182651
182852,139120,182651
182853,139148,182651
182854,139176,182651
182855,139204,182651
182856,139232,182651
182857,139260,182651
182858,139288,182651
182859,139316,182651
182860,139344,182651
182861,139372,182651
182862,139400,182651
182863,139428,182651
182864,139456,182651
182865,139484,182651
182866,139512,182651
182867,90914,182670
182868,90936,182670
182869,90958,182670
182870,90980,182670
182871,91002,182670
182872,91024,182670
182873,91046,182670
182874,91068,182670
182875,90388,182676
182876,145387,182686
182877,145449,182687
182878,145510,182687
182879,145571,182687
182880,145632,182687
182881,145693,182687
182882,145754,182687
182883,145815,182687
182884,145876,182687
182885,145937,182687
182886,145998,182687
182887,145880,182687
182888,91363,182693
182889,146181,182723
182890,146292,182742
182891,146310,182742
182892,146436,182742
182893,146583,182742
182894,146608,182706
182895,146712,182706
182896,147024,182706
182897,147171,182706
182898,147318,182706
182899,147465,182706
182900,147612,182706
182901,147759,182706
182902,147906,182706
182903,148053,182706
182904,148200,182706
182905,148347,182706
182906,148494,182706
182907,148641,182706
182908,148788,182706
182909,148935,182706
182910,149082,182706
182911,149229,182706
182912,149376,182706
182913,149523,182706
182914,149670,182706
182915,149817,182706
182916,149964,182706
182917,150111,182706
182918,150258,182706
182919,150405,182706
182920,150552,182706
182921,150699,182706
182922,150846,182706
182923,150993,182706
182924,151140,182706
182925,151287,182706
182926,151434,182706
182927,151581,182706
182928,151728,182706
182929,151875,182706
182930,152022,182706
182931,99733,182683
182932,99788,182683
182933,99843,182683
182934,99898,182683
182935,99953,182683
182936,100008,182683
182937,100063,182683
182938,100118,182683
182939,100173,182683
182940,100228,182683
182941,100283,182683
182942,100338,182683
182943,100393,182683
182944,100448,182683
182945,100503,182683
182946,100558,182683
182947,155257,182715
182948,155308,182715
182949,155359,182715
182950,155410,182715
182951,155461,182715
182952,155512,182715
182953,155563,182715
182954,155614,182715
182955,155697,182715
182956,155844,182715
182957,155991,182715
182958,156138,182715
182959,156285,182715
182960,156432,182715
182961,156579,182715
182962,156726,182715
182963,156873,182715
182964,156993,182688
182965,104778,182686
182966,104876,182686
182967,104974,182686
182968,105072,182686
182969,105170,182686
182970,105268,182686
182971,105366,182686
182972,105464,182686
182973,105562,182686
182974,105660,182686
182975,105758,182686
182976,107456,182686
182977,107501,182686
182978,107546,182686
182979,107591,182686
182980,107636,182686
182981,107681,182686
182982,107726,182686
182983,107771,182686
182984,107816,182686
182985,107861,182686
182986,107906,182686
182987,107951,182686
182988,107996,182686
182989,108041,182686
182990,108086,182686
182991,108131,182686
182992,108176,182686
182993,108221,182686
182994,162695,182688
182995,162763,182715
182996,162804,182715
182997,162845,182715
182998,162886,182715
182999,162927,182715
183000,162968,182715
183001,163009,182715
183002,163050,182715
183003,163091,182715
183004,163132,182715
183005,163173,182715
183006,163214,182715
183007,163341,182715
183008,163488,182715
183009,163635,182715
183010,163782,182715
183011,163929,182715
183012,164076,182715
183013,164223,182715
183014,164370,182715
183015,164517,182715
183016,164664,182715
183017,164811,182715
183018,164958,182715
183019,165105,182715
183020,164520,182679
183021,164614,182679
183022,164708,182679
183023,115240,182686
183024,115328,182686
183025,115416,182686
183026,115504,182686
183027,115592,182686
183028,115680,182686
183029,115768,182686
183030,115856,182686
183031,115944,182686
183032,116032,182686
183033,116120,182686
183034,116208,182686
183035,116296,182686
183036,116377,182679
183037,167751,182679
183038,167898,182679
183039,168045,182679
183040,168192,182679
183041,168339,182679
183042,168486,182679
183043,168633,182679
183044,169340,182675
183045,169371,182675
183046,169402,182675
183047,169433,182675
183048,169464,182675
183049,169515,182675
183050,169662,182675
183051,169809,182675
183052,169956,182675
183053,170103,182675
183054,170250,182675
183055,170397,182675
183056,170544,182675
183057,170691,182675
183058,170838,182675
183059,170985,182675
183060,171132,182675
183061,171279,182675
183062,171426,182675
183063,171573,182675
183064,171720,182675
183065,173108,182675
183066,173192,182675
183067,173276,182675
183068,173360,182675
183069,173444,182675
183070,173528,182675
183071,173612,182675
183072,173696,182675
183073,173780,182675
183074,173864,182675
183075,173948,182675
183076,174032,182675
183077,174116,182675
183078,174200,182675
183079,174284,182675
183080,174368,182675
183081,174452,182675
183082,174536,182675
183083,174620,182675
183084,174704,182675
183085,124873,182661
183086,125014,182661
183087,125155,182661
183088,125296,182661
183089,125437,182661
183090,125578,182661
183091,125719,182661
183092,125860,182661
183093,126001,182661
183094,126142,182661
183095,126283,182661
183096,126424,182661
183097,126565,182661
183098,126706,182661
183099,126847,182661
183100,126988,182661
183101,127129,182661
183102,127270,182661
183103,179125,182641
183104,179136,182641
183105,179147,182641
183106,179158,182641
183107,179169,182641
183108,179180,182641
183109,180722,182650
183110,180796,182650
183111,180870,182650
183112,180944,182650
183113,181018,182650
183114,181092,182650
183115,181166,182650
183116,181240,182650
183117,181314,182650
183118,181388,182650
183119,181462,182650
183120,181536,182650
183121,181610,182650
183122,181684,182650
183123,181758,182650
183124,181832,182628
183125,183125,182630
183126,183126,182630
183127,183127,182630
183128,183128,182630
183129,183129,182630
183130,183130,182630
183131,132140,182640
183132,132208,182640
183133,132276,182640
183134,132344,182640
183135,132412,182640
183136,132480,182640
183137,132548,182640
183138,132616,182640
183139,132684,182640
183140,132752,182640
183141,132820,182640
183142,132910,182640
183143,133051,182640
183144,133192,182640
183145,133333,182640
183146,133474,182640
183147,133615,182640
183148,187596,182630
183149,187733,182630
183150,187870,182630
183151,187328,182637
183152,187392,182637
183153,187456,182637
183154,187520,182637
183155,187584,182637
183156,187648,182630
183157,187712,182630
183158,187776,182630
183159,187840,182630
183160,187904,182630
183161,187968,182630
183162,188032,182630
183163,188096,182630
183164,188160,182630
183165,188224,182630
183166,188288,182630
183167,188352,182630
183168,188416,182630
183169,191798,182664
183170,191852,182664
183171,191906,182664
183172,191960,182664
183173,192014,182664
183174,192068,182664
183175,192122,182664
183176,192176,182664
183177,192230,182664
183178,192284,182664
183179,192338,182664
183180,192392,182664
183181,192446,182664
183182,192500,182664
183183,192554,182664
183184,192608,182664
183185,192665,182700
183186,192802,182700
183187,192939,182700
183188,193076,182700
183189,193213,182700
183190,193350,182700
183191,193487,182700
183192,193624,182700
183193,193761,182700
183194,193898,182700
183195,194035,182700
183196,194172,182700
183197,194309,182700
183198,194446,182700
183199,194583,182700
183200,194720,182700
183201,194857,182700
183202,194994,182700
183203,195131,182700
183204,195268,182700
183205,195405,182700
183206,195542,182700
183207,195679,182700
183208,195816,182700
183209,195953,182700
183210,196090,182700
183211,196227,182700
183212,196364,182700
183213,197052,182736
183214,197096,182736
183215,197140,182736
183216,197184,182736
183217,197228,182736
183218,197272,182736
183219,197323,182736
183220,197460,182736
183221,197597,182736
183222,197734,182736
183223,197871,182736
183224,198008,182736
183225,198145,182736
183226,198282,182736
183227,198419,182736
183228,198556,182736
183229,198693,182736
183230,198830,182736
183231,198967,182736
183232,199104,182736
183233,199241,182736
183234,199378,182736
183235,199515,182736
183236,200689,182748
183237,200746,182771
183238,200780,182771
183239,200814,182771
183240,200848,182771
183241,200882,182771
183242,200916,182771
183243,200950,182771
183244,200984,182771
183245,201018,182771
183246,201052,182771
183247,150240,182782
183248,203824,182796
183249,203951,182796
183250,204078,182796
183251,204205,182796
183252,204332,182796
183253,204459,182796
183254,204586,182796
183255,204713,182796
183256,204840,182796
183257,203864,182796
183258,203888,182796
183259,203912,182796
183260,203936,182796
183261,203960,182796
183262,203984,182796
183263,204008,182796
183264,204032,182796
183265,153042,182814
183266,153060,182814
183267,153078,182814
183268,153096,182814
183269,153135,182814
183270,153266,182814
183271,153397,182814
183272,153528,182814
183273,153659,182814
183274,153790,182814
183275,153921,182814
183276,154052,182814
183277,154183,182814
183278,154314,182814
183279,154445,182814
183280,154576,182814
183281,155528,182823
183282,155536,182823
183283,155544,182823
183284,155552,182823
183285,155560,182823
183286,155568,182823
183287,155576,182823
183288,155624,182823
183289,209010,182831
183290,209158,182852
183291,209285,182852
183292,209412,182852
183293,209539,182852
183294,209666,182852
183295,209793,182852
183296,209920,182852
183297,210047,182852
183298,210174,182852
183299,210301,182852
183300,210428,182852
183301,210555,182852
183302,210682,182852
183303,210809,182852
183304,210936,182852
183305,211063,182852
183306,211190,182852
183307,211317,182852
183308,211444,182852
183309,211571,182852
183310,211698,182852
183311,211825,182852
183312,211952,182852
183313,212079,182852
183314,212206,182852
183315,212333,182852
183316,212460,182852
183317,212587,182852
183318,212714,182852
183319,212841,182852
183320,161624,182859
183321,161745,182859
183322,161866,182859
183323,161987,182859
183324,162108,182859
183325,162229,182859
183326,162350,182859
183327,162471,182859
183328,162592,182859
183329,162713,182859
183330,162834,182859
183331,162955,182859
183332,163076,182859
183333,163197,182859
183334,163318,182859
183335,163439,182859
183336,163560,182859
183337,163681,182859
183338,163802,182859
183339,163923,182859
183340,164044,182859
183341,164165,182859
183342,217331,182869
183343,217467,182888
183344,217584,182888
183345,217701,182888
183346,217818,182888
183347,217935,182888
183348,218052,182888
183349,218169,182888
183350,218286,182888
183351,218403,182888
183352,218520,182888
183353,218637,182888
183354,218754,182888
183355,218871,182888
183356,218988,182888
183357,219105,182888
183358,219222,182888
183359,219339,182888
183360,167868,182891
183361,167983,182895
